RFR,ETR,GBR,XGBR,BAR,Actual
0.027070359747294832,0.027745301402620774,0.022773366419205555,0.024923056364059448,0.027740233164736255,0.025037027932567
0.014043910962676407,0.014807095239632587,0.013810640367750435,0.016474127769470215,0.008931752219899275,0.021104373273955
0.13089908494291452,0.13131636811851702,0.13536797631230782,0.13556888699531555,0.12241361982131987,0.12043165351097199
0.009947823737004478,0.011024873250133412,0.0100137349153844,0.01170492172241211,0.013939446827510606,0.004161801465492
0.01526905995278822,0.014604594234300343,0.014626496564088636,0.017167747020721436,0.013430455362335045,0.0029689041589909997
0.00011211529199993086,6.15705848020172e-05,0.0007716328976061993,0.0034556984901428223,0.00507473048895013,0.0
0.050859125480763635,0.05282491981938014,0.04838884049794822,0.04947817325592041,0.04577173553431326,0.058609178925545
0.00011211529199993086,0.00015811845048348754,0.0009713707093424327,0.003791511058807373,0.0022245127247029696,0.000130532692485
0.04581355793194875,0.0468012224397438,0.04763862825821614,0.04633086919784546,0.051797962925503836,0.062781937514858
0.028938366159144722,0.033779323777788195,0.025979827292823034,0.030514240264892578,0.020703193402207484,0.046609222754039996
0.09583994403615417,0.10180924300848163,0.08974813282277234,0.09278526902198792,0.08949989430162646,0.087400689155449
0.04092859587492038,0.04266020015105373,0.04009061972819064,0.04142707586288452,0.04581039480417452,0.05709185547458401
0.09638951303082786,0.09592322531355083,0.10099008354560149,0.10542431473731995,0.10110603229633984,0.09638505429254901
0.021346405264661007,0.021743552177139316,0.023200931009919712,0.026072412729263306,0.016555494956002247,0.013659722232146999
0.004309866904939165,0.00426016180639186,0.004969708010414602,0.0074374377727508545,0.0039316952737596415,0.0014996967735079999
0.004453390535876976,0.004600801688420111,0.0055411302404768555,0.008304327726364136,0.007576241241174622,0.004411433329951
0.013761313017636292,0.012203662396864826,0.014626496564088636,0.016926825046539307,0.014276768575735113,0.0018889128675220002
0.09041814171082722,0.0764973931679931,0.08255384076792154,0.08458572626113892,0.07654200954822078,0.070653439989024
0.08860374387772603,0.08569883048753943,0.08418212571851473,0.08787930011749268,0.09129628998545694,0.10306508865027803
0.02528733708532384,0.025426578965527406,0.025542638868980342,0.028587400913238525,0.02333573352321473,0.025160414674732998
0.035319155063230745,0.03471866705085097,0.033185090739589064,0.035714924335479736,0.035072999426006064,0.032999522174122005
0.17212757283310906,0.1561224749928649,0.1702748016684054,0.17724362015724182,0.17943105669233883,0.22907296539311497
0.06734589300576949,0.06841093882865468,0.06426805483016922,0.06745055317878723,0.05379779002786982,0.079981287138099
0.024699514194932895,0.027833248219790715,0.029070120762563427,0.031254321336746216,0.024824205112112353,0.014128972969728001
0.00011211529199993086,6.863756813838601e-05,0.0005842287162859659,0.003393113613128662,-0.0009526759861352641,4.7639668789966705e-07
0.011053273742453615,0.010840029165844136,0.010202037540092196,0.013171792030334473,0.00572614511343343,0.007717626343975
0.004348685987868563,0.002663606126180611,0.005717896530937444,0.006750911474227905,0.004211095930139939,0.0007369856761810002
0.02560795016967963,0.025460595643329566,0.02318359975770974,0.02630409598350525,0.021471440057238077,0.017747205814326
0.03678878449324199,0.03821526772449093,0.0380576683702895,0.040638864040374756,0.007971214556112166,0.03587886375578799
0.005282534383037527,0.005361535907929996,0.006372359682528102,0.010372966527938843,0.009439188341253178,0.024082328970016005
0.004334550298852156,0.0037437540545021864,0.004933757371440284,0.006750911474227905,0.002851454484322975,0.005579081611992999
0.01759133759017914,0.01830069507876636,0.014296487995652647,0.017025858163833618,0.011551870619333089,0.009910956695065
0.02351011558024958,0.023066060590190004,0.024540604857738058,0.027886927127838135,0.024170385647960275,0.014401471875206998
0.06177244578957704,0.06371501820500605,0.06257632930090952,0.06394287943840027,0.06740575257345588,0.032705585417688
0.07138480608451267,0.07058756347937221,0.06714146089346036,0.06927710771560669,0.06496377164648769,0.077365392924842
0.020341431175399258,0.02038782643911209,0.02057365946411355,0.0233515202999115,0.02120351118938405,0.020243524458921
0.06659532064367912,0.06500350749439429,0.0622438247589764,0.06331533193588257,0.05936507063314292,0.050206970541057994
0.00011211529199993086,7.194363870583033e-05,0.0009713707093424327,0.003263801336288452,0.00131068882965771,2.1437850955485e-05
0.007401739584653967,0.008210750203754795,0.006598348890275623,0.009169131517410278,0.006111274293560224,0.007530878842318001
0.00011211529199993086,0.00011165520954143648,0.0014210939005321916,0.0038115382194519043,-0.0018739161575592423,7.527067668814741e-05
0.05186769624071411,0.051941884535514335,0.05073942429881633,0.052898406982421875,0.051014906643597605,0.075613682303435
0.003480303087340755,0.0031841135511600856,0.004591679516899747,0.006559014320373535,-0.00014283766097825196,0.004194672836957
0.018250763437309046,0.0182331913396069,0.019921620459314997,0.02248561382293701,0.01434945065384393,0.007204070714419001
0.015373355745892261,0.01398826074196486,0.016549669881561088,0.019169628620147705,0.016077688184172215,0.019872887835735
0.0377706298652165,0.039073886027217196,0.038655798657592395,0.0401042103767395,0.03948118045079085,0.025708747262506
0.004097195776452373,0.002541043728935784,0.005151480737955354,0.006259292364120483,0.0029097946660432777,0.001595452507776
0.14842930747758826,0.13820043668620727,0.14151219843475102,0.1475389301776886,0.13470885972855576,0.28154663137520003
0.03211051619733714,0.040706683294575996,0.028611207918740573,0.031235605478286743,0.02778127004843128,0.020587006470896
0.11794999594394133,0.12439033837095452,0.1145449328108978,0.12040600180625916,0.11303149249461746,0.131030527023364
0.06538787200327936,0.0659735706871918,0.06575265671218684,0.06687340140342712,0.060123453457834694,0.079553959309053
0.07029776201682127,0.0688158801004657,0.06879932993421928,0.07068407535552979,0.06136095917965087,0.06607479142162
0.01418133457820177,0.013630551883437016,0.016507116015690007,0.019647210836410522,0.015795807384825774,0.012647855667048001
0.034665275692037985,0.033722732963944485,0.03624875744767536,0.038288384675979614,0.037601852281263004,0.07875694765019702
0.019340873980292512,0.021400478414575153,0.0205940851724785,0.022576719522476196,0.0127405048019562,0.01438717997457
0.015983123240781077,0.016047522768700726,0.018238821679911997,0.019743114709854126,0.01521258084353736,0.00278072746727
0.013793002654432838,0.014646821916196056,0.014296487995652647,0.017025858163833618,0.008518924857943602,0.030801904252840996
0.05062233786423112,0.04958211691874125,0.05353832063318328,0.05625978112220764,0.05404385982094339,0.057349109686050004
0.00011211529199993086,6.821366171790423e-05,0.0008106331466267728,0.003393113613128662,-0.0010302965813161695,0.0
0.00011211529199993086,6.821366171790423e-05,0.0009713707093424327,0.003791511058807373,0.0017192276286999047,0.0
0.06281639588256666,0.06155659809813122,0.061851060845782034,0.06513240933418274,0.05403126600465906,0.055891335821077005
0.04030261230836868,0.04354812432597121,0.0428757046236028,0.04527485370635986,0.041264517882797,0.048971197532646
0.13110665177513509,0.13731702499568876,0.13227565627906915,0.14203184843063354,0.13405019171591875,0.13351445935407302
0.003961480858774455,0.0048643414506211,0.0051590724544814046,0.007886707782745361,0.004790742506876688,0.00707687279875
0.04493423613114471,0.046603553233664836,0.04638779001630968,0.04851102828979492,0.04593335952814545,0.03367600547094
0.009297984776365346,0.0076206067908833304,0.009848698867559836,0.012093812227249146,0.009102968201712103,0.018330791757003
0.00011211529199993086,6.999338407139901e-05,0.0009713707093424327,0.003791511058807373,0.0020528119822270743,0.0
0.007941992460101884,0.00746645115448181,0.008105901924418298,0.008997231721878052,0.004737108699715625,0.011504503616088999
0.02989366467933893,0.028423744490665624,0.030084304122635325,0.03125080466270447,0.02699683793378934,0.0075504111065219995
0.1339146577074529,0.16392938953285163,0.1288276494475171,0.1332736313343048,0.14980339488424346,0.162104930181683
0.05180206941655117,0.054414429002073224,0.05186627315935359,0.053949832916259766,0.061150241409433904,0.042226849622051
0.04062864034301611,0.0434008626782717,0.04025620945470596,0.044692426919937134,0.04068467460614972,0.03497609203221799
0.021621885687241972,0.02390653526087603,0.022236439815877505,0.024713575839996338,0.02497935971425507,0.03325391800546101
0.007642268676154491,0.008554584058287512,0.009069330958768019,0.011684536933898926,0.00688899514348085,0.019627067144778
0.12082817436252523,0.12130847190046576,0.11653065947886061,0.11955076456069946,0.10777702958554093,0.126475221893667
0.06354661292797271,0.061879337229738894,0.06543826318322442,0.06811749935150146,0.056648553969408766,0.048210392022070996
0.06388487314906346,0.06656069311642519,0.06123845618320403,0.06353667378425598,0.08605779189451282,0.049840621488063
0.00011211529199993086,0.0001573884213823476,0.001516932748341593,0.003987550735473633,0.0004853823766806929,0.000123863138854
0.09147397258246656,0.09112038918432774,0.09224740226526157,0.09160876274108887,0.09003885150284827,0.077027151276434
0.04406637843747899,0.04606704179803777,0.04362542644726622,0.04660189151763916,0.0402494873809542,0.030107317881883002
0.002688873644948795,0.002111977006570678,0.003486545083598335,0.005833804607391357,0.005949464878199607,0.0007112602550339999
0.022288002670099196,0.020419533711548483,0.022781706241905165,0.024584978818893433,0.02209694534588695,0.023562103786830005
0.000912277206723228,0.0008098018562490325,0.0012287330036315034,0.0024019479751586914,0.008104028262436449,0.000559289711594
0.001970509303355915,0.002333104916058888,0.0034835271518839977,0.005900204181671143,0.006838628060047353,0.0022395408298159997
0.06281736606033217,0.06657259042950366,0.06474421400838216,0.06785503029823303,0.05858958927210669,0.048320439656975
0.004635583478235481,0.005138183104121423,0.004646352106165702,0.008153945207595825,0.007126497571950837,0.0025515806603910005
0.03647175871105117,0.03797242449533475,0.03682065515866079,0.03811141848564148,0.030871222415087097,0.059507663078922995
0.012551361067012037,0.01624834508486577,0.013167584503517175,0.015953481197357178,0.0137546244414539,0.033027629578707994
0.08030722018381349,0.07158587058243183,0.07633462525826376,0.08010303974151611,0.07642623840112267,0.07150237888686099
0.0769706494319569,0.08054878747673845,0.07858665130130112,0.0830400288105011,0.08248675352820044,0.08480003963620501
0.11854484896687384,0.11903569008348243,0.11715044785702278,0.12181821465492249,0.1184913902379649,0.08065777043491701
0.007002602097412982,0.006529722467559901,0.007781161608081255,0.011171221733093262,0.0101835454516851,0.0007198353954159999
0.005007260287967771,0.005753682924992173,0.005435828970768841,0.007498055696487427,0.007044411696946734,0.002044694584465
0.05123445881239834,0.05166419483233741,0.04935908946044188,0.05089166760444641,0.048422490775448246,0.058860716376756
0.11989692906143093,0.11368660768388228,0.1202545344756212,0.12263914942741394,0.12430933691121555,0.130565563855974
0.09417248263370644,0.09092807621808906,0.08781260713752653,0.08979347348213196,0.08323227786407916,0.065927584845059
0.06162159387848329,0.06905421952762245,0.0671607928222074,0.06726545095443726,0.0638860755454367,0.042885706241416
0.004948906105290138,0.005000156447870815,0.005049729675781156,0.008531332015991211,0.0034052031082773106,0.001251017702425
0.05443192613224162,0.051523342986370055,0.05143438490946364,0.05502974987030029,0.053118648140152616,0.06821381255029
0.12441774482876587,0.130120299845715,0.12135553275912914,0.12551608681678772,0.11865855056639985,0.12751043189647301
0.007403195023096557,0.008529758869051418,0.00894426632857827,0.011408954858779907,0.010390905697780799,0.014467691014825
0.03904840805569107,0.03718645058178295,0.041032631850296535,0.041597187519073486,0.04104297194586502,0.08968167649711199
0.10377757735427337,0.1014583191288354,0.10079254064009087,0.09456488490104675,0.12288724480533206,0.079437242120518
0.023948696014603903,0.02427577936493653,0.023343547878776395,0.02537354826927185,0.022408060730298586,0.013684494859918002
0.04930925600929251,0.047196898396384905,0.04882280987211617,0.05071371793746948,0.051541148683109245,0.013389128913420001
0.00324451084448608,0.003857563727751909,0.004761703900377256,0.0071305930614471436,0.014734058217342715,0.002598267535805
0.018084994859531033,0.017008096867350032,0.017812995728996393,0.020567506551742554,0.013700436150084762,0.011888479346536002
0.03833064858301252,0.03637484875965809,0.03657601698479473,0.042870402336120605,0.0374254504227864,0.068174748021882
0.01851194027377306,0.0199052114344533,0.01803727379367215,0.02103644609451294,0.024040208547339157,0.027435685256142
0.00778467663277274,0.008087116225684783,0.008692016678866243,0.011786431074142456,0.009307154883302422,0.010545517083347
0.012421587463535269,0.012586157049025326,0.015057613196891733,0.017276257276535034,0.013924375851546029,0.00366777810014
0.007020646633468428,0.006460024554606578,0.007781161608081255,0.009881436824798584,0.00885454488989786,0.005255608260909
0.12017714578686163,0.12228192732354795,0.12444511192319958,0.12681874632835388,0.12610560833661727,0.14027119357855403
0.134572005607333,0.12800429667634797,0.14128729166812573,0.13593950867652893,0.14244581629098285,0.11562338174000099
0.00011211529199993086,6.974665214615571e-05,0.0008106331466267728,0.003393113613128662,-0.0035248510871322665,0.0
0.00047894916921165055,0.0004980070278927895,0.0007596896180710602,0.0033833980560302734,-0.005871434983284299,0.000952793375799
0.000887445284744329,0.000860851988533761,0.0013653301590320196,0.0038413405418395996,-0.00023521129085693268,0.000542615827518
0.01728716179116914,0.018949713547996853,0.020302628740153067,0.022408634424209595,0.0207911016712054,0.040218837582554005
0.04226944840937289,0.04231943032092069,0.04051234988386762,0.04355490207672119,0.04034260204774306,0.053291639095208
0.007710603526503184,0.008135377320294835,0.008156546259096776,0.010167837142944336,0.006318844598045453,0.010405456457105
0.04996456898033767,0.048993112541791776,0.050886355970860546,0.05350944399833679,0.06703280187193,0.05314919648552599
0.035375853376798834,0.033289296187468446,0.031329100494629586,0.03445950150489807,0.03381281714582048,0.029942008231182007
0.10411497817764122,0.10262840318025582,0.10238926566736399,0.10359588265419006,0.1053930997310127,0.124794970775445
0.05324912743673472,0.053620821442662586,0.05609360720203685,0.05563512444496155,0.05185384960688074,0.054991422477634
0.06452861601376267,0.060376710387047096,0.07359554200770169,0.07432794570922852,0.0739863857936624,0.07696093213681598
0.004225395736764575,0.004212876538421821,0.004969708010414602,0.007715284824371338,0.008451430743301762,0.002753096459372
0.00011211529199993086,6.576861389356894e-05,0.001238338367794393,0.0035490989685058594,0.0017030866647188803,0.0
0.025815613896529914,0.024810630054771698,0.025542638868980342,0.028587400913238525,0.028860772875056395,0.031841401825837994
0.07665195827361987,0.07731702796623309,0.0789271420845938,0.08223992586135864,0.07805328230268853,0.11841601912446902
0.06054981090941847,0.05768078843907449,0.06028426854008826,0.06226307153701782,0.05116388225698307,0.024753095506579
0.01802564337191242,0.017178069277641057,0.018474673832001635,0.020525336265563965,0.01100695488697569,0.003486747358738
0.016507387772515005,0.017091543594636067,0.016318961989586926,0.018022626638412476,0.01881454129916899,0.0053985272672789995
0.06355173396683161,0.06406629583472691,0.06241403741365794,0.06409722566604614,0.06298639508997277,0.079211430090454
0.00011211529199993086,0.00010256473304464791,0.0008106331466267728,0.003393113613128662,0.0017519131024873952,6.19315694269567e-05
0.0019091757151095878,0.0026447582219063103,0.0030266087654734165,0.004882097244262695,0.006608782856627273,0.0005349934805109999
0.00011211529199993086,0.00010477930774926288,0.0009713707093424327,0.003263801336288452,0.0002759950212612919,6.47899495543547e-05
0.01884711834633617,0.020651211797112965,0.02066551620087485,0.022916793823242188,0.024070595973328945,0.063748546394606
0.09302927638753475,0.09526624303530674,0.09305329925609465,0.09197306632995605,0.09417877281343744,0.112007530878842
0.009830678850124423,0.009964664341645764,0.010402255666990174,0.01219099760055542,0.010535321132421753,0.009729449556975
0.08838456538382093,0.08378253689399148,0.09148697846375013,0.0955694317817688,0.08766908490055152,0.06628345317091999
0.00041533231015220944,0.00037692214294797997,0.0009713707093424327,0.003750026226043701,0.003220529663268136,0.000262970971721
0.04952695942947154,0.053256099067786056,0.05213458695047462,0.05519306659698486,0.05051302269763192,0.05597994560502599
0.009147706182721385,0.009034800225716304,0.009323392635349422,0.010938405990600586,0.009506396017439777,0.0035496317215399998
0.035497827769864265,0.03932554120453026,0.033687998041003246,0.03630700707435608,0.0387878161417607,0.018342701674201
0.03873215356905657,0.03827921272434945,0.03706733386047821,0.03919216990470886,0.038400606597341555,0.037648677451335
0.090601485143786,0.09205120966812019,0.09098627385227023,0.09129250049591064,0.10933780402864453,0.061880118584663996
0.11323667375747594,0.10752250178289109,0.1054809628948607,0.11646181344985962,0.11653993261499343,0.073314591887631
0.04096230403703619,0.04082060104235327,0.043107803601089754,0.0453239381313324,0.048385640527331526,0.04674690139684299
0.04162103532127381,0.04228673982756963,0.04171572551963416,0.04411396384239197,0.0391110352392237,0.08855213995010199
0.007903491554570154,0.008018105764541662,0.008830591329808105,0.011786431074142456,0.01259054440173036,0.001328193965864
0.08907937688454139,0.09082703322748756,0.08747083971663742,0.08799657225608826,0.08542251422620291,0.07820051631873
0.01737513926486653,0.016554735337146548,0.017747743928015612,0.020716547966003418,0.02815512896000402,0.004817799704729
0.06660264408081361,0.06911402064449884,0.06300084578206912,0.06658607721328735,0.07662770815596605,0.057713076755605004
0.02433688199581704,0.029996076490294562,0.02404695151195456,0.026203930377960205,0.025492444177629,0.019316456504268
0.023697128487251026,0.02434377793740921,0.023858804539609275,0.025723695755004883,0.021558488437081275,0.025143740790657
0.07589808645759737,0.07672786952991537,0.07696379527522124,0.07919454574584961,0.08100312834872639,0.081807315642819
0.03759668645156482,0.042365524721993814,0.03713031406730363,0.04009541869163513,0.04731600888469232,0.02322624412186
0.00525985389783955,0.00520451470818544,0.005860270232269475,0.008533447980880737,0.003902527110482319,0.007385577852509
0.027270044454057764,0.024822865415220614,0.02693710156682479,0.031212151050567627,0.02650422901935237,0.012861757779915
0.07224771168562096,0.07256474863946395,0.07587446028873622,0.08091095089912415,0.07539095953259632,0.08319124802116701
0.00011211529199993086,6.75025094448027e-05,0.0008750414122826145,0.003393113613128662,0.004061260262710675,0.0
0.06677060258173233,0.06746558002939539,0.07367172816485183,0.07438907027244568,0.0727030066950828,0.11382450784649199
0.01921588496153857,0.021337080516329134,0.019356183286773184,0.020825684070587158,0.022676514471653145,0.009183022555954
0.05528645693695513,0.0552222448953328,0.050527287216048,0.05700889229774475,0.04789906429507413,0.038633865801911006
0.025458766512224656,0.02563303085208225,0.022319928394638526,0.025566965341567993,0.026803534021921312,0.023534472778932006
0.0038273373405896954,0.0030995916711604177,0.004697295634721415,0.007299900054931641,0.000916512704982179,0.0015682978965660002
0.013873547346392677,0.012844512549735555,0.01281749280959822,0.015735775232315063,0.00896987095203472,0.01501554720591
0.1702277813660509,0.16424474562080718,0.14638456091076074,0.14875862002372742,0.1885321218330885,0.224024113294755
0.05715363813629982,0.05635577713728834,0.054379133164232096,0.05757400393486023,0.05548446633494199,0.08560562643544299
0.02241131479213676,0.02300679685324242,0.022891571348749265,0.02530837059020996,0.022755767365548157,0.017125031739929
0.062048181525653084,0.06327223164302563,0.05173308485337429,0.054368168115615845,0.047416450989160516,0.034585923144827994
0.10974887186538032,0.10699242092884853,0.1099201168840968,0.10796824097633362,0.1083150689995219,0.145428187725068
0.024244242143372553,0.0251351666853793,0.02357377360362484,0.026304513216018677,0.017810039216791876,0.004774447606130001
0.0001819108463752546,0.0002827460698313036,0.0008106331466267728,0.003393113613128662,-0.0011765108325501275,0.00026058898828099997
0.20610458501009662,0.20506700165023753,0.18113701566963686,0.17309951782226562,0.18793244313896593,0.10739267616315801
0.05590322932784951,0.05841545323703094,0.05368829020829898,0.055059075355529785,0.04731799213560978,0.058391465639174
0.012781858725624604,0.01311975218556118,0.012308493753627414,0.013719439506530762,0.010579585935147804,0.014235209431129998
0.004539604083680361,0.004956372841086711,0.005125912415550373,0.008282840251922607,0.006917034058866813,0.0013939367087939998
0.1380576120926447,0.1417282323781292,0.13407179128431668,0.13298016786575317,0.12731690782147026,0.10725833229717098
0.01966630614200639,0.01905482306431381,0.02144581205786382,0.0238913893699646,0.018807525613617995,0.018644260777641003
0.0030931762027189753,0.004321459256272026,0.004734297608499452,0.0073871612548828125,0.004658248549470332,0.009909527505000999
0.05318071799412925,0.05910744567404391,0.054457701245674645,0.053119271993637085,0.043712276055062116,0.048445255589205
0.07596543069770385,0.07687577424188324,0.07956110354973159,0.08223992586135864,0.08026026569278333,0.069530096598956
0.17902418978115875,0.17658126595693321,0.16139486272508205,0.15968742966651917,0.16633249126563857,0.203757721794815
0.0425122305547259,0.041622098210475425,0.04060976514878329,0.042686253786087036,0.03983554131268353,0.040975831919626
0.02432971997149267,0.023115535304074574,0.024667949485581073,0.027247756719589233,0.023665484029445568,0.016661021365915
0.007735927075172147,0.007812310096333319,0.007781161608081255,0.011449068784713745,0.013864148429651925,0.001084755258348
0.03165971844638615,0.027901339931730492,0.03327459782304362,0.033919692039489746,0.02906342265273623,0.016790124868336
0.04230001729308796,0.045695645688097995,0.042318640454586026,0.04484948515892029,0.04457450942081828,0.028074056817927
0.1190407492161297,0.11801546164421463,0.11939849343890843,0.12169349193572998,0.12503343107547224,0.11416560787502801
0.011138010213150385,0.01242150319033733,0.012199030051509532,0.014750570058822632,0.014232598930186323,0.019971978346818003
0.019837965212355438,0.019079312438375795,0.020383197388412246,0.02244502305984497,0.020069494196237773,0.031410739219977
0.006434445979391203,0.006548588006554957,0.007789422734517403,0.010474622249603271,0.009310279872626642,0.011771762158001003
0.002120719816169533,0.002182322886164089,0.0031024989068336034,0.0058394670486450195,0.0056181588044862405,0.00144252917096
0.016464159920746308,0.013871306780325297,0.015888789567336414,0.018956005573272705,0.00661876690893477,0.007098310649705
0.010259846183763825,0.009187888204272316,0.011817044555119217,0.014299392700195312,0.011208971175770807,0.0034514940038329997
0.016026238376914147,0.0167323410377203,0.016308068704615455,0.018803000450134277,0.01371494426557613,0.004833997192118
0.18976008387563387,0.18837678763966792,0.1729354371651917,0.16933825612068176,0.16687861137455184,0.149572362513107
0.017547683098252317,0.0211456431430374,0.013412411277568145,0.015616744756698608,0.016749258266176542,0.014805932663234
0.275958943737268,0.27128099887585905,0.277275440402228,0.2988162636756897,0.30049273760501594,0.28486616349648497
0.04914687592163241,0.05396047961075791,0.05563693764319925,0.055640071630477905,0.0581621851548775,0.071051707620108
0.009255558771479242,0.010203641745302198,0.010951740054762862,0.013777077198028564,0.01583042895971465,0.015933087226803998
0.013749673767997348,0.014597095523024893,0.013107739420347604,0.015976786613464355,0.01585087482691015,0.013338154467815
0.09662276997706214,0.09713585255556162,0.09648934636449251,0.1021915078163147,0.10195994960567159,0.076019572281526
0.009756938395102836,0.010339055193451881,0.010202037540092196,0.013171792030334473,0.007481749752252536,0.019252142951401003
0.04851374283281876,0.04944739922247744,0.04881179590266545,0.05118045210838318,0.04834625771079054,0.048767776146912994
0.028277861771752056,0.026661167709309326,0.02819809696802605,0.030368328094482422,0.025931878625949215,0.035466780620755
0.050248377599993,0.04904815181270588,0.04900556973985246,0.05253055691719055,0.05020174508316527,0.053101080420049
0.026886374484936883,0.029296512131848685,0.026289316636794215,0.03009885549545288,0.023800102750431047,0.03648388754942
0.013477158498883342,0.013553815758975431,0.012452272636153977,0.01465529203414917,0.017213673777364945,0.00717882168996
0.01406954130342837,0.018273626042741405,0.008830591329808105,0.012314140796661377,0.012726755414288984,0.0037563878840890003
0.0007982249232812501,0.00112541561631469,0.0013054153253126929,0.0034544169902801514,0.002693049025338905,0.0016392810030630002
0.04355723846645864,0.045228522439367425,0.04508259987324749,0.04873621463775635,0.04952983632212602,0.055968988481205004
0.07261187101120643,0.06895595784724852,0.07429672177161342,0.07856625318527222,0.0703739829275885,0.08825629760691699
0.051711017822834764,0.05275275147919846,0.04999141886383789,0.05194878578186035,0.04447919317687983,0.022197227275997
0.08336348101282567,0.08014767809072805,0.0849013755239427,0.08830398321151733,0.08061696348793668,0.10865655657615599
0.022675891964590945,0.021155019149106606,0.02317586190330451,0.025396496057510376,0.026687326919925633,0.02659008113512
0.009502600032141232,0.010096362170064772,0.0079961941061706,0.01075020432472229,0.0029041893931189655,0.003803074759503
0.017204704813034176,0.015851668845766657,0.014296487995652647,0.017025858163833618,0.008705831947987696,0.004279471447403
0.03623738528808392,0.03311734642394753,0.03709192322067655,0.03826746344566345,0.03856778129560682,0.045940361804229
0.05488941080982218,0.05327890172869823,0.051220777596767034,0.05398780107498169,0.0472590303695187,0.023712645140206004
0.12070547652176555,0.11811218496983318,0.12262914179443536,0.1211804449558258,0.12255710657296046,0.141236849664926
0.09556993797105542,0.0987493358791627,0.10199304669802996,0.10564571619033813,0.11444196693714984,0.075632261774263
0.00011211529199993086,6.506990253011458e-05,0.0008151663042066615,0.003133118152618408,-0.001365876967885613,0.0
0.04623448289468812,0.052400699753609725,0.05447028275179095,0.055683135986328125,0.05810961831431047,0.038565264678853996
0.037640250618923905,0.03877451571173917,0.0376998884260166,0.041452884674072266,0.04159385314973365,0.053774228940050996
0.008936905407611875,0.0096842634303987,0.009820578393217996,0.01210901141166687,0.009170310615131298,0.011988522650995
0.020884259787414733,0.02015086293295596,0.020740620126518453,0.02352696657180786,0.029855110655394576,0.016994499047445
0.008485533469261562,0.008930913323011052,0.007853831000173247,0.010321974754333496,0.0126843902011501,0.0020918578565670004
0.00011211529199993086,0.00013485329193201246,0.0009713707093424327,0.003263801336288452,-0.0007172164138849348,0.000108618444841
0.06277675262905456,0.06468588877719819,0.06917728363149293,0.06983292102813721,0.06482168878725672,0.032828495763166
0.036789575235824025,0.035195635134081894,0.02170985010387879,0.023584485054016113,0.02339162685516611,0.021686530026569
0.011872378325353705,0.01326398848150461,0.011573756705175626,0.014101624488830566,0.013634695543848567,0.014296664603869
