Max Depth,Min Samples Leaf,Min Samples Split,MSE,RMSE,MAE,MDAE,EVS,R2
2,1,7,0.0008993336699245663,0.02994171632951976,0.018440171139077657,0.011354866942968793,0.700017195614932,0.6998947101993162
2,2,7,0.0008999455859930808,0.02995591185270914,0.018449784501943796,0.011344680024267204,0.6999086392048247,0.6998005996838705
2,3,7,0.0008987590359551693,0.029928741483422516,0.01844312607858503,0.011339815978509265,0.7002653912270419,0.7001737872297206
2,4,7,0.0008987418569558648,0.029943634039242342,0.0184466446490532,0.011336693553457957,0.7000622426936409,0.6999783164691461
2,5,7,0.0008997184265550535,0.02995315586576445,0.01844744114672039,0.011341274632129554,0.6998144572726899,0.6997074496318294
2,6,7,0.0009006538366568085,0.02996170370759772,0.018453818489985504,0.011347544446793227,0.6996700647807981,0.6995586195401302
