Max Depth,MSE,MAE,MDAE,EVS,R2
11,0.0005455304343495739,0.013250490641086141,0.00738548202017045,0.8176374605759864,0.817583708456385
12,0.0005450725511175432,0.013225567673460212,0.007374063208527195,0.8178034539519067,0.8177378270222198
13,0.0005434770778621291,0.013210800826886693,0.007355138213154668,0.8185796688485154,0.8185274980424595
14,0.0005467692552102029,0.013215560899238058,0.007367661554807538,0.8172951524325082,0.8172449743946478
