Max Depth,MSE,MAE,MDAE,EVS,R2
11,0.0005457188886669481,0.013256399125769591,0.007396290401138572,0.8177535794823213,0.8176808519946622
12,0.0005460832944488036,0.013230564741995179,0.007368468242208028,0.8174412528394389,0.8173882062078605
13,0.0005495923858258054,0.013242821763655132,0.0073705467021437324,0.8164347948169466,0.8163785227015748
14,0.0005501214061825318,0.01324360163228487,0.007375254905815009,0.8162219743197348,0.8161672815960072
16,0.0005510908745001171,0.013274332128646317,0.007391510631965725,0.8157712071569391,0.815698625087675
17,0.0005519971857683456,0.013299186530910136,0.007422195123042718,0.8156646823440756,0.815581035011222
18,0.0005539786707854181,0.013321829052977513,0.007428381967435552,0.814925592210417,0.8148434807109117
19,0.0005551158011089716,0.013342745165812662,0.0074383027529974,0.8141818486710786,0.814103971211717
