Estimators,MSE,RMSE,MAE,MDAE,EVS,R2
1,0.0007414389501813287,0.027195180168744865,0.016011788331096382,0.009105823744706965,0.7523606454602039,0.7522883900359405
10,0.000752423274980831,0.027408894377105062,0.01748132131069213,0.012193231280430523,0.7565564593072035,0.7480155579593051
20,0.0008156983324826228,0.028530842290023135,0.01925799754109847,0.014889070564661646,0.7533626477193758,0.7268708736397893
30,0.0009144402665545455,0.03020101841314477,0.02147605680843594,0.017808358241863373,0.7499578101097348,0.6937212496935075
40,0.0010641595444250446,0.03256172393489572,0.024636882322636694,0.021959056496152304,0.7458424753660579,0.6433149669163682
50,0.0013237839118955905,0.036156596283906765,0.028851380467862186,0.027113253102064985,0.7324067682095616,0.5546640237502494
