Max Depth,Min Samples Leaf,Min Samples Split,MSE,RMSE,MAE,MDAE,EVS,R2
2,1,2,0.0008774270343702614,0.029621394875499387,0.01908434562558843,0.01129249999621319,0.6896878682736849,0.6896865096870519
2,1,2,0.0009676571165791825,0.03107328639821432,0.01923610434277697,0.011075127144657292,0.670123925583134,0.6700999708322148
2,1,2,0.00098031295825179,0.03128605269543449,0.01912638773388395,0.010993614501767598,0.6693742437109792,0.6693551128992459
2,1,2,0.0009569811401864519,0.030910115750075733,0.019137200813513278,0.011092693429487996,0.6729994619390647,0.6728771644109367
2,1,2,0.0009595605334408307,0.030956665812148072,0.019140764152613288,0.011138610911090056,0.672995943224868,0.6728168567028382
2,1,2,0.0009448143748941826,0.030716242365043334,0.01908561644846027,0.011160604188716271,0.678500148083029,0.6783502388552435
2,1,2,0.000993689973971218,0.03145306427192831,0.019298977021808515,0.011122470446937292,0.673440857538776,0.6732184389272877
2,1,2,0.00098925998328525,0.031390883008867394,0.01924868977369922,0.011069629454604431,0.674446766980866,0.6742278823328611
2,1,2,0.0009805237354671785,0.0312559747614542,0.01923317538104129,0.011199140663943122,0.6744644197229753,0.6742698144281991
2,1,2,0.0009830936689985553,0.03130247922374163,0.019238112127538596,0.011214242562474008,0.6723876094188044,0.6721986004725207
2,1,2,0.0009961406606730026,0.03150816476215054,0.019283093363064947,0.011189560429716788,0.6701015104850339,0.669927529582865
2,1,2,0.0009824399621074075,0.031285798451401114,0.01926336251861076,0.011283253420324518,0.6705167459471663,0.6703487666534532
2,1,2,0.0009865527965195375,0.03135500673989213,0.0192718044884279,0.01124842112991952,0.6713433650551722,0.6711768865437141
2,1,2,0.0009927750101500167,0.03145584977515165,0.019247749475873693,0.011221229222948244,0.6713765525242443,0.6712218589790616
2,1,2,0.000995959392449508,0.03150928737637208,0.019253874525787102,0.011202210679378951,0.6696980996980259,0.6695446293677004
2,1,2,0.0009878429831626085,0.031379302123928414,0.01923175917351447,0.011181884250684365,0.6705770752411413,0.6704146348430511
2,1,2,0.0009880709709708963,0.03138590592502662,0.019207686446198434,0.011187236335881293,0.6722272741244236,0.6720699077578934
2,1,2,0.0009882870597776954,0.03139198923640885,0.019217907599426383,0.011170398966553814,0.6714046037977068,0.6712530159888919
2,1,2,0.0009829827209419102,0.03130772747615789,0.01922128124398501,0.011225829979185026,0.6721992569207442,0.6720523907092443
2,1,2,0.00098147408803072,0.03128572218192667,0.01921079267459479,0.011230747819224365,0.6725039513338682,0.6723538666827789
2,1,2,0.000986371739101796,0.03136397764212925,0.019215677187423143,0.011213951969649381,0.6723991360770196,0.6722507019174676
2,1,2,0.0009770448203746433,0.031208778159888654,0.019167266476841523,0.011212740229121452,0.6721524735766963,0.6719893376911852
2,1,2,0.0009725437966493003,0.031136891862790415,0.019175170810107084,0.011215838444211134,0.6732233007418637,0.6730671701206127
2,1,2,0.0009761375828450325,0.03119531824964192,0.019163609529529353,0.011199335053113412,0.6728317429090415,0.6726806816152852
2,1,2,0.000982711412556534,0.031298347228004085,0.019202187132555646,0.011189003875071112,0.6725337490772916,0.6723859910943603
2,1,2,0.0009842765143062322,0.03132497568276696,0.01920793756685652,0.011180134127999246,0.6725556984801698,0.6724122664876587
2,1,2,0.0009835572453319803,0.031315240855329184,0.019212494086933988,0.011183882916164742,0.6733064963101393,0.6731638631593051
2,1,2,0.0009846949190061446,0.03133489409848434,0.019233531839238868,0.011171238969762536,0.672749032960562,0.6726063485594135
2,1,2,0.0009848178455350775,0.03133840118141687,0.019229969869832483,0.011201705122844375,0.6729235460534828,0.672771251746843
2,1,2,0.0009775561145752103,0.031216926125496446,0.0192075580620806,0.011237217493341216,0.6738037786351095,0.6736464357142669
2,1,2,0.0009796278291019011,0.031251109332274936,0.019206237230619882,0.011238255063248291,0.6732547028598531,0.6731023095078804
2,1,2,0.0009790230848236376,0.031242897183679924,0.01921010726675301,0.011242873919639056,0.6743407604253193,0.6741924700655186
2,1,2,0.0009775291068376672,0.031220122721725373,0.019209944761329072,0.011230469006581475,0.6742174032598387,0.6740725585960672
2,1,2,0.0009749712031353081,0.031179597297810044,0.019193274852402013,0.011220096266520936,0.6743876338550285,0.6742392894203576
2,1,2,0.0009735027930944789,0.03115704901020583,0.019182276754024702,0.011208982751794263,0.674340541909913,0.674195740042204
2,1,2,0.0009736183175078643,0.031160119365636323,0.01917807299521562,0.01120998187383558,0.6740958146907294,0.6739542753370553
2,1,2,0.0009728739604312824,0.0311492611782887,0.019181611719800123,0.011200486565218852,0.6745761911595175,0.6744380166945405
2,1,2,0.0009759482095701857,0.03119824207101365,0.019202638613821033,0.011192756943151624,0.673909680958471,0.6737706390979731
2,1,2,0.0009748201069227952,0.031181053614524164,0.019211892406672804,0.011200613117796819,0.6741195099177403,0.6739833000947133
2,1,2,0.0009775322850398918,0.031224368097014517,0.019200715064316705,0.011199701046222341,0.6736641218960209,0.6735295386010882
