District,Index,Average Temperature,Cloud Cover,Crop Evapotranspiration,Maximum Temperature,Minimum Temperature,Potential Evapotranspiration,Vapour Pressure,Wet Day Frequency,Rainfall
The Nilgiris,1,26.237,28.631,4.01,31.336,21.153000000000002,5.72,22.066,1.386,20.305
The Nilgiris,2,27.081999999999997,26.203000000000003,4.48,32.195,21.994,6.2,23.004,2.1412,13.944
The Nilgiris,3,27.721,28.526,4.86,32.633,22.864,6.51,24.677,1.4178,31.221999999999998
The Nilgiris,4,29.281999999999996,40.813,5.12,33.879,24.723000000000003,6.48,27.514,4.3683,147.30700000000002
The Nilgiris,5,28.331,50.816,4.75,32.407,24.333000000000002,6.07,28.439,6.0433,295.836
The Nilgiris,6,26.41,72.015,4.14,29.803,23.104,5.12,28.624000000000002,21.3182,668.7919999999999
The Nilgiris,7,25.94,79.172,3.93,29.055,22.884,4.74,28.006999999999998,16.9019,438.962
The Nilgiris,8,26.053,72.611,3.93,29.144000000000002,22.999000000000002,4.83,27.87,11.5965,171.544
The Nilgiris,9,26.644000000000002,64.012,4.11,30.16,23.219,5.14,27.674,13.2115,396.10900000000004
The Nilgiris,10,26.618000000000002,58.336999999999996,3.98,30.428,22.86,5.15,27.369,8.0103,121.171
The Nilgiris,11,25.929000000000002,49.339,3.7,30.076,21.834,5.06,25.924,7.1325,241.65900000000002
The Nilgiris,12,24.985,38.632,3.61,29.663,20.398,5.18,22.218000000000004,2.2769,29.436
The Nilgiris,13,25.205,28.631,3.91,30.304000000000002,20.121,5.65,22.066,1.9936,9.462
The Nilgiris,14,26.141,26.203000000000003,4.37,31.255,21.052,6.12,22.840999999999998,1.0422,2.2159999999999997
The Nilgiris,15,28.3,28.526,4.92,33.158,23.39,6.51,25.392,1.9017,53.166000000000004
The Nilgiris,16,29.264,40.813,5.12,33.86,24.706,6.48,27.363000000000003,3.5719,116.499
The Nilgiris,17,28.939,50.816,4.82,33.014,24.916999999999998,6.09,28.439,8.3347,295.402
The Nilgiris,18,26.976999999999997,72.015,4.2,30.374000000000002,23.622,5.18,28.61,19.371,648.1709999999999
The Nilgiris,19,25.776,79.172,3.91,28.89,22.72,4.72,27.982,27.0636,1494.786
The Nilgiris,20,26.671999999999997,72.611,3.99,29.76,23.615,4.85,29.061999999999998,14.3921,289.613
The Nilgiris,21,25.989,64.012,4.06,29.504,22.565,5.14,27.659000000000002,6.957999999999999,90.27600000000001
The Nilgiris,22,26.415,58.336999999999996,3.97,30.223000000000003,22.655,5.11,27.369,13.5999,438.286
The Nilgiris,23,26.176,49.339,3.73,30.323,22.081,5.05,25.683000000000003,4.2504,86.669
The Nilgiris,24,25.910999999999998,38.632,3.68,30.589000000000002,21.326,5.21,23.377,3.8295,152.398
The Nilgiris,25,26.055999999999997,28.631,3.99,31.156,20.973000000000003,5.69,22.066,0.5401,0.616
The Nilgiris,26,26.721999999999998,26.203000000000003,4.43,31.835,21.619,6.17,23.143,1.3306,1.5630000000000002
The Nilgiris,27,28.281,28.526,4.92,33.138000000000005,23.371,6.52,24.933000000000003,0.1832,0.182
The Nilgiris,28,29.32,40.813,5.11,33.915,24.81,6.49,27.563000000000002,2.8029,41.123000000000005
The Nilgiris,29,28.285999999999998,50.816,4.74,32.361999999999995,24.289,6.07,28.49,7.8768,362.58
The Nilgiris,30,26.785999999999998,72.015,4.18,30.180999999999997,23.456999999999997,5.15,28.624000000000002,18.4261,659.207
The Nilgiris,31,25.461,79.172,3.9,28.576,22.406,4.73,28.008000000000003,23.4587,840.197
The Nilgiris,32,25.854,72.611,3.9,28.943,22.864,4.79,27.87,21.8102,555.594
The Nilgiris,33,25.767,64.012,4.02,29.281999999999996,22.351,5.12,27.659000000000002,12.8085,304.499
The Nilgiris,34,26.092,58.336999999999996,3.93,29.901,22.333000000000002,5.12,27.391,10.7872,227.645
The Nilgiris,35,25.193,49.339,3.63,29.339000000000002,21.098000000000003,5.04,24.675,7.7376,258.087
The Nilgiris,36,24.489,38.632,3.56,29.165,19.903,5.16,22.003,2.2842,28.357
The Nilgiris,37,24.604,28.631,3.86,29.703000000000003,19.508,5.63,20.791999999999998,1.4647,7.296
The Nilgiris,38,25.558000000000003,26.203000000000003,4.33,30.673000000000002,20.456,6.09,22.09,0.0,0.0
The Nilgiris,39,27.294,28.526,4.81,32.153,22.385,6.47,24.121,0.3933,0.638
The Nilgiris,40,28.76,40.813,5.06,33.346,24.191,6.47,27.363000000000003,4.175,57.465
The Nilgiris,41,27.665,50.816,4.68,31.74,23.666999999999998,6.07,27.385,8.1748,236.18900000000002
The Nilgiris,42,25.423000000000002,72.015,4.04,28.818,22.12,5.09,27.131,21.8152,762.6110000000001
The Nilgiris,43,24.932,79.172,3.84,28.046999999999997,21.866999999999997,4.69,28.006999999999998,21.9793,643.571
The Nilgiris,44,25.895,72.611,3.9,28.968000000000004,22.889,4.77,27.819000000000003,13.0109,239.722
The Nilgiris,45,26.266,64.012,4.07,29.781999999999996,22.851,5.12,27.659000000000002,8.0081,138.191
The Nilgiris,46,26.616999999999997,58.336999999999996,3.98,30.428,22.859,5.15,27.391,9.7728,201.52
The Nilgiris,47,25.486,49.339,3.67,29.631999999999998,21.39,5.05,25.393,1.3783,11.265999999999998
The Nilgiris,48,25.136999999999997,38.632,3.63,29.813000000000002,20.535999999999998,5.19,23.351,1.0475,4.263999999999999
