District,Index,Average Temperature,Cloud Cover,Crop Evapotranspiration,Maximum Temperature,Minimum Temperature,Potential Evapotranspiration,Vapour Pressure,Wet Day Frequency,Rainfall
Thanjavur,0,0.3127170718674861,0.2721220444232147,0.22897196261682257,0.3386015325670503,0.3240223463687156,0.3471502590673575,0.25871053438234387,0.12147772963106093,0.016099800291674203
Thanjavur,1,0.392866684477692,0.20783078576546454,0.5046728971962617,0.46000957854406194,0.3465119610371007,0.6891191709844561,0.17267804230101164,0.2505282891653442,0.06715432951488963
Thanjavur,2,0.4666043280790812,0.23186350609027945,0.7476635514018691,0.5462164750957865,0.40037243947858486,0.9378238341968911,0.33013180749974463,0.1292972315181016,0.03680943823856487
Thanjavur,3,0.6788672188084425,0.4152883926438978,0.8364485981308413,0.699113984674331,0.6749749319581719,0.8652849740932643,0.6860120568100542,0.12628783331551813,0.07275693688216439
Thanjavur,4,0.7957520705316591,0.5677543587294004,0.9252336448598134,0.8165708812260546,0.7806904454949145,0.8704663212435233,0.8293654848268109,0.18238926483526421,0.07844227505877735
Thanjavur,5,0.75581084691424,0.831203725818008,0.8738317757009347,0.7690373563218401,0.7589170605930383,0.6683937823834198,0.652396035557372,0.11183285506376471,0.07380357781890802
Thanjavur,6,0.6481432006411969,0.9157511344638165,0.8177570093457945,0.6623563218390816,0.6486176765506376,0.5906735751295336,0.5883314601001329,0.14192683708959947,0.041226878662762284
Thanjavur,7,0.599652685012023,0.8231729161690948,0.7897196261682246,0.618295019157089,0.6076493339063176,0.6269430051813473,0.6364565239603557,0.23753689801757943,0.16015337907256838
Thanjavur,8,0.5732033128506545,0.7283108430857417,0.705607476635514,0.585847701149426,0.5837272597049131,0.5958549222797925,0.6518851537754164,0.5088349682204261,0.45718199623671013
Thanjavur,9,0.4820999198503876,0.7082039646524958,0.4579439252336449,0.4676724137931041,0.5237072052714513,0.3471502590673575,0.5832226422805763,0.45893322589398033,0.14265677488369582
Thanjavur,10,0.2614213197969544,0.5999223787914975,0.1775700934579439,0.24497126436781644,0.32688726543475244,0.11917098445595833,0.4264841115765814,0.7556138432317319,0.3786358266731825
Thanjavur,11,0.11675126903553329,0.4323501313589682,0.0327102803738317,0.10488505747126427,0.17604927660793568,0.0518134715025905,0.21334423214468212,0.37131533724171384,0.18589035666598683
Thanjavur,12,0.1838097782527386,0.2721220444232147,0.19626168224299065,0.22210249042145594,0.18593324738576156,0.32642487046632124,0.11392663737611135,0.36264892821023026,0.15106260990691822
Thanjavur,13,0.15535666577611543,0.20783078576546454,0.4345794392523366,0.24748563218390848,0.09167741011316437,0.6424870466321241,0.055277408807601944,0.2554452840427893,0.06683495011139799
Thanjavur,14,0.47822602190756097,0.23186350609027945,0.7476635514018691,0.5567528735632187,0.4187079215012178,0.8963730569948185,0.3621130070501685,0.1483814206661788,0.029661881106207117
Thanjavur,15,0.7564787603526583,0.4152883926438978,0.8691588785046732,0.7699952107279707,0.7594900444062452,0.8756476683937823,0.6791662409318484,0.09521538575387067,0.02088087148249762
Thanjavur,16,0.8397007747795887,0.5677543587294004,0.9485981308411218,0.8562021072796949,0.8266723965047986,0.8808290155440412,0.8293654848268109,0.19089944827699618,0.1268551903001012
Thanjavur,17,0.7850654555169653,0.831203725818008,0.8831775700934579,0.7953783524904224,0.7834121186076494,0.6787564766839377,0.652396035557372,0.25893158141408823,0.07982753512211453
