District,Index,Average Temperature,Cloud Cover,Crop Evapotranspiration,Maximum Temperature,Minimum Temperature,Potential Evapotranspiration,Vapour Pressure,Wet Day Frequency,Rainfall
The Nilgiris,0,0.3220070422535206,0.18308337105889566,0.27607361963190163,0.5193052963973009,0.279254506568897,0.54,0.1359213142199434,0.0482856167390138,0.00967323474780274
The Nilgiris,1,0.47077464788732387,0.14762621026037948,0.5644171779141105,0.6426008324960525,0.4077299113962726,0.7800000000000002,0.23406926859893287,0.07459535538353272,0.006642875416072958
The Nilgiris,2,0.5832746478873237,0.18155000949223823,0.7975460122699386,0.705468637864217,0.5406355025970061,0.935,0.40912420215548806,0.04939346855164053,0.014874057389603406
The Nilgiris,3,0.8580985915492956,0.3609825196781401,0.9570552147239262,0.8843117554184003,0.8246257256339761,0.9200000000000004,0.7059746782463114,0.1521833041854502,0.07017656690443627
The Nilgiris,4,0.6906690140845068,0.50706076492837,0.7300613496932513,0.6730299985646611,0.7650473571646806,0.7150000000000003,0.802762373129643,0.2105371339385874,0.1409352905614859
The Nilgiris,5,0.3524647887323942,0.8166391635147567,0.3558282208588954,0.29926797760872653,0.5772991139627254,0.2400000000000002,0.8221199121063093,0.7426857393691516,0.31861029369379407
The Nilgiris,6,0.26971830985915496,0.9211560085868247,0.22699386503067487,0.19190469355533177,0.5436908035441493,0.050000000000000266,0.7575599037354819,0.5888302060325667,0.20912004291381364
The Nilgiris,7,0.28961267605633795,0.8253428158359741,0.22699386503067487,0.204679201952059,0.561258783990223,0.0950000000000002,0.7432248613581668,0.4040001114819434,0.08172299342906049
The Nilgiris,8,0.39366197183098545,0.6997678052484776,0.3374233128834357,0.3505095449978466,0.5948670944087996,0.25,0.7227163335774823,0.4602636547961622,0.1887050156472492
The Nilgiris,9,0.38908450704225306,0.6168932634315172,0.2576687116564416,0.38897660399023937,0.5400244424075772,0.25500000000000034,0.6908025531024379,0.2790636910277939,0.057725463069490564
The Nilgiris,10,0.2677816901408446,0.48549147889072236,0.0858895705521473,0.3384527056121713,0.3832875038191263,0.20999999999999996,0.539604478392801,0.24848280042641843,0.11512554720114564
